id,k,name,number,author,year,length,width,material,view,imglink,color_label
0,835,巴比倫塔 Tower of Babel,Bruegel019,布勒哲爾 Pieter Bruegel the Elder,1563,59.9,74.6,油彩．畫板 ,3416,https://www.ss.net.tw/img?o=QnJ1ZWdlbDAxOS5qcGc=,"['black', 'red', 'orange']"
0,836,婚禮舞蹈 The Wedding Dance,Bruegel020,布勒哲爾 Pieter Bruegel the Elder,1566,119.4,157.5,油彩．橡木板 ,2825,https://www.ss.net.tw/img?o=QnJ1ZWdlbDAyMC5qcGc=,"['black', 'red', 'orange', 'yellow']"
0,837,聖保羅之皈依 Conversion of St.Paul,Bruegel021,布勒哲爾 Pieter Bruegel the Elder,1567,114,164,油彩．木板 ,2099,https://www.ss.net.tw/img?o=QnJ1ZWdlbDAyMS5qcGc=,"['black', 'red', 'orange']"
0,838,墮落天使 The Fall of the Rebel Angels,Bruegel022,布勒哲爾 Pieter Bruegel the Elder,1562,117,162,油彩．橡木板 ,3314,https://www.ss.net.tw/img?o=QnJ1ZWdlbDAyMi5qcGc=,"['black', 'red', 'orange']"
0,839,荷蘭諺語 The Dutch Proverbs,Bruegel023,布勒哲爾 Pieter Bruegel the Elder,1559,117,163,油彩．橡木板 ,3008,https://www.ss.net.tw/img?o=QnJ1ZWdlbDAyMy5qcGc=,"['gray', 'red', 'orange']"
0,840,三個士兵 The Three Soldiers,Bruegel024,布勒哲爾 Pieter Bruegel the Elder,1568,20.3,17.8,油彩．橡木板 ,3087,https://www.ss.net.tw/img?o=QnJ1ZWdlbDAyNC5qcGc=,"['black', 'orange']"
0,841,聖馬丁節的葡萄酒 The Wine of Saint Martin’s Day,Bruegel025,布勒哲爾 Pieter Bruegel the Elder,1565,148,270.5,亞麻．蛋彩畫 ,2152,https://www.ss.net.tw/img?o=ODQxXzAxNTQ1OTY5NzI4LmpwZw==,"['gray', 'red', 'orange', 'blue']"
0,842,無辜者的屠殺 Massacre of the Innocents,Bruegel026,布勒哲爾 Pieter Bruegel the Elder,1565,109.2,158.1,油彩．畫板 ,3911,https://www.ss.net.tw/img?o=QnJ1ZWdlbDAyNi5qcGc=,"['black', 'white', 'red', 'orange']"
0,843,聖施洗約翰的講道 The Sermon of Saint John the Baptist,Bruegel027,布勒哲爾 Pieter Bruegel the Elder,1566,95,160.5,油彩．橡木板 ,2635,https://www.ss.net.tw/img?o=QnJ1ZWdlbDAyNy5qcGc=,"['black', 'red', 'orange']"
0,844,驅逐商人 Christ Driving the Traders from the Temple,Bruegel028,布勒哲爾 Pieter Bruegel the Elder,1569,102,155.5,油彩．畫板 ,2698,https://www.ss.net.tw/img?o=QnJ1ZWdlbDAyOC5qcGc=,"['black', 'red', 'orange']"
0,845,菲莉絲與得摩豐 Phyllis and Demophoon,BurneJones001,伯恩瓊斯 Sir Edward Coley Burne Jones,1870,93.8,47.5,油彩．畫布 ,1966,https://www.ss.net.tw/img?o=QnVybmVKb25lczAwMS5qcGc=,"['black', 'orange', 'green']"
0,846,命運的巨輪 The Wheel of Fortune,BurneJones002,伯恩瓊斯 Sir Edward Coley Burne Jones,1875,152.3,73.7,油彩．畫布 ,1954,https://www.ss.net.tw/img?o=QnVybmVKb25lczAwMi5qcGc=,"['black', 'red', 'orange']"
0,847,希望 Hope,BurneJones003,伯恩瓊斯 Sir Edward Coley Burne Jones,1896,179,64,油彩．畫布 ,1514,https://www.ss.net.tw/img?o=QnVybmVKb25lczAwMy5qcGc=,"['black', 'red', 'orange']"
0,848,巫師 The Wizard,BurneJones004,伯恩瓊斯 Sir Edward Coley Burne Jones,1896,91.5,54,油彩．畫布 ,1410,https://www.ss.net.tw/img?o=QnVybmVKb25lczAwNC5qcGc=,"['black', 'gray', 'red', 'orange']"
0,849,國王馬克和美麗的伊索爾德 King Mark and La Belle Iseult,BurneJones005,伯恩瓊斯 Sir Edward Coley Burne Jones,1862,58.2,55.7,水彩．紙 ,1517,https://www.ss.net.tw/img?o=QnVybmVKb25lczAwNS5qcGc=,"['black', 'red', 'orange']"
0,850,金色的階梯 The Golden Stairs,BurneJones006,伯恩瓊斯 Sir Edward Coley Burne Jones,1876,269,117,油彩．畫布 ,2205,https://www.ss.net.tw/img?o=QnVybmVKb25lczAwNi5qcGc=,"['white', 'orange']"
0,851,梅林的誘惑 The Beguiling of Merlin,BurneJones007,伯恩瓊斯 Sir Edward Coley Burne Jones,1873,186,111,油彩．畫布 ,2136,https://www.ss.net.tw/img?o=QnVybmVKb25lczAwNy5qcGc=,"['black', 'gray', 'orange', 'yellow']"
0,852,維納斯的鏡子 The Mirror of Venus,BurneJones008,伯恩瓊斯 Sir Edward Coley Burne Jones,1870,120,200,油彩．畫布 ,2027,https://www.ss.net.tw/img?o=ODUyXzAxNjExMzI1NTU2LmpwZw==,"['white', 'red', 'orange', 'yellow']"
0,853,考費杜阿王和乞丐女 King Cophetua and the Beggar Maid,BurneJones009,伯恩瓊斯 Sir Edward Coley Burne Jones,1884,293.4,135.9,油彩．畫布 ,1437,https://www.ss.net.tw/img?o=QnVybmVKb25lczAwOS5qcGc=,"['black', 'red', 'orange']"
0,854,禮讚維納斯 Laus Veneris,BurneJones010,伯恩瓊斯 Sir Edward Coley Burne Jones,1869,122,183,油彩．畫布 ,2006,https://www.ss.net.tw/img?o=QnVybmVKb25lczAxMC5qcGc=,"['black', 'red', 'orange', 'blue']"
0,855,結婚典禮 Psyche ’s Wedding or The Wedding Procession of Psyche,BurneJones011,伯恩瓊斯 Sir Edward Coley Burne Jones,1895,119.5,215.5,油彩．畫布 ,1767,https://www.ss.net.tw/img?o=QnVybmVKb25lczAxMS5qcGc=,"['black', 'orange', 'yellow', 'blue']"
0,857,邱比特與普賽克 Cupid and Psyche - Palace Green Murals - Psyche,BurneJones013,伯恩瓊斯 Sir Edward Coley Burne Jones,1872,198,328.8,油彩．畫布 ,1589,https://www.ss.net.tw/img?o=QnVybmVKb25lczAxMy5qcGc=,"['gray', 'red', 'orange']"
0,858,"天堂，神聖羔羊崇拜 Paradise, with the Worship of the Holy Lamb",BurneJones014,伯恩瓊斯 Sir Edward Coley Burne Jones,1875,339.7,266.5,水彩．鉛筆 ,1587,https://www.ss.net.tw/img?o=ODU4XzAxNTQyMjQ0NTg4LmpwZw==,"['orange', 'yellow', 'green']"
0,859,女術士 Sidonia von Bork,BurneJones015,伯恩瓊斯 Sir Edward Coley Burne Jones,1860,33.3,17.1,水彩．紙 ,1549,https://www.ss.net.tw/img?o=QnVybmVKb25lczAxNS5qcGc=,"['black', 'red', 'orange']"
0,860,柏修斯的盛宴 The Feast of Peleus,BurneJones016,伯恩瓊斯 Sir Edward Coley Burne Jones,1872,36.9,109.9,油彩．畫布 ,1492,https://www.ss.net.tw/img?o=QnVybmVKb25lczAxNi5qcGc=,"['black', 'red', 'orange', 'blue']"
0,861,廢墟中的愛 Love among the Ruins,BurneJones017,伯恩瓊斯 Sir Edward Coley Burne Jones,1873,96.5,152.4,油彩．畫布 ,1497,https://www.ss.net.tw/img?o=QnVybmVKb25lczAxNy5qcGc=,"['black', 'gray', 'orange', 'yellow', 'blue']"
0,862,邪惡之頭 The Baleful Head,BurneJones018,伯恩瓊斯 Sir Edward Coley Burne Jones,1886,155,130,油彩．畫布 ,1566,https://www.ss.net.tw/img?o=QnVybmVKb25lczAxOC5qcGc=,"['black', 'red', 'orange']"
0,863,希神阿利阿德尼 Ariadne,BurneJones019,伯恩瓊斯 Sir Edward Coley Burne Jones,1862,39.9,22.1,水彩．紙 ,1519,https://www.ss.net.tw/img?o=QnVybmVKb25lczAxOS5qcGc=,"['black', 'gray', 'red', 'orange']"
0,864,深海中的美人魚 Mermaids in the Deep,BurneJones020,伯恩瓊斯 Sir Edward Coley Burne Jones,1882,28,23,彩色粉筆．木板 ,1404,https://www.ss.net.tw/img?o=QnVybmVKb25lczAyMC5qcGc=,"['black', 'gray', 'orange', 'yellow']"
0,865,伯利恒之星 The Star of Bethlehem,BurneJones021,伯恩瓊斯 Sir Edward Coley Burne Jones,1885,256,386.8,水彩．紙 ,1990,https://www.ss.net.tw/img?o=QnVybmVKb25lczAyMS5qcGc=,"['black', 'red', 'orange', 'yellow', 'green']"
0,866,報佳音 The Annunciation,BurneJones022,伯恩瓊斯 Sir Edward Coley Burne Jones,1857,52.4,37.4,水彩．紙 ,1605,https://www.ss.net.tw/img?o=QnVybmVKb25lczAyMi5qcGc=,"['black', 'red', 'orange', 'yellow']"
0,867,蘋果叢中的八位女人 Frieze of Eight Women Gathering Apples,BurneJones023,伯恩瓊斯 Sir Edward Coley Burne Jones,1876,73.7,182.9,油彩．木板 ,1712,https://www.ss.net.tw/img?o=QnVybmVKb25lczAyMy5qcGc=,"['red', 'orange']"
0,868,黎巴嫩新娘 Sponsa de Libano,BurneJones024,伯恩瓊斯 Sir Edward Coley Burne Jones,1891,332.5,155.5,水粉．蛋彩．紙 ,1521,https://www.ss.net.tw/img?o=QnVybmVKb25lczAyNC5qcGc=,"['red', 'orange']"
0,869,美人魚 The Mermaid,BurneJones025,伯恩瓊斯 Sir Edward Coley Burne Jones,1882,31.2,23.5,水彩．紙 ,1400,https://www.ss.net.tw/img?o=QnVybmVKb25lczAyNS5qcGc=,"['gray', 'red', 'orange']"
0,870,復甦的早晨 The Morning of the Resurrection,BurneJones026,伯恩瓊斯 Sir Edward Coley Burne Jones,1886,84.5,151.1,油彩．木板 ,1724,https://www.ss.net.tw/img?o=QnVybmVKb25lczAyNi5qcGc=,"['black', 'red', 'orange']"
0,871,英雄 Hero,BurneJones027,伯恩瓊斯 Sir Edward Coley Burne Jones,1873,73.7,79,油彩．畫布 ,1576,https://www.ss.net.tw/img?o=QnVybmVKb25lczAyNy5qcGc=,"['black', 'blue']"
0,872,法蒂瑪 Fatima,BurneJones028,伯恩瓊斯 Sir Edward Coley Burne Jones,1862,77.5,26.7,水彩．水粉．紙．畫布 ,1454,https://www.ss.net.tw/img?o=QnVybmVKb25lczAyOC5qcGc=,"['black', 'red']"
0,873,喬治亞娜肖像 Portrait of Georgiana,BurneJones029,伯恩瓊斯 Sir Edward Coley Burne Jones,1863,35.4,26.5,水彩．紙 ,1557,https://www.ss.net.tw/img?o=QnVybmVKb25lczAyOS5qcGc=,"['black', 'gray', 'orange']"
0,874,皮格馬利翁和塑像 - 心靈欲求 Pygmalion and the Image - The Heart Desires,BurneJones030,伯恩瓊斯 Sir Edward Coley Burne Jones,1878,99,76.3,油彩．畫布 ,1556,https://www.ss.net.tw/img?o=QnVybmVKb25lczAzMC5qcGc=,"['red', 'orange']"
0,875,女子畫像 Flamma Vestalis,BurneJones031,伯恩瓊斯 Sir Edward Coley Burne Jones,1886,107.9,37.4,油彩．畫布 ,1520,https://www.ss.net.tw/img?o=QnVybmVKb25lczAzMS5qcGc=,"['black', 'orange', 'yellow']"
0,876,聖西奧菲勒斯和天使 St Theophilus and the Angel - a Legend of the Martyrdom of St Dorothea,BurneJones032,伯恩瓊斯 Sir Edward Coley Burne Jones,1863,67,88,水彩 ,1465,https://www.ss.net.tw/img?o=QnVybmVKb25lczAzMi5qcGc=,"['gray', 'white', 'red', 'orange']"
0,877,牧羊神和賽姬 Pan and Psyche,BurneJones033,伯恩瓊斯 Sir Edward Coley Burne Jones,1872,65.09,53.34,油彩．畫布 ,1477,https://www.ss.net.tw/img?o=QnVybmVKb25lczAzMy5qcGc=,"['black', 'red', 'orange']"
0,878,生命之樹 Tree of Life,BurneJones034,伯恩瓊斯 Sir Edward Coley Burne Jones,1888,51.1,71.1,水粉．水彩 ,1464,https://www.ss.net.tw/img?o=QnVybmVKb25lczAzNC5qcGc=,"['gray', 'orange', 'blue']"
0,879,愛之歌 The Love Song,BurneJones035,伯恩瓊斯 Sir Edward Coley Burne Jones,1868,114.3,155.9,油彩．畫布 ,1705,https://www.ss.net.tw/img?o=QnVybmVKb25lczAzNS5qcGc=,"['black', 'red', 'orange']"
0,880,國王和他的宫廷 The King and His Court,BurneJones036,伯恩瓊斯 Sir Edward Coley Burne Jones,1871,61.3,135.3,油彩．畫布 ,1807,https://www.ss.net.tw/img?o=ODgwXzAxNTUxMTgzMjQwLmpwZw==,"['black', 'red', 'orange', 'yellow']"
0,881,報佳音 The Annunciation,BurneJones037,伯恩瓊斯 Sir Edward Coley Burne Jones,1876,250,104.5,油彩．畫布 ,1562,https://www.ss.net.tw/img?o=QnVybmVKb25lczAzNy5qcGc=,"['black', 'red', 'orange']"
0,882,吹豎笛的天使 An Angel Playing a Flageolet,BurneJones038,伯恩瓊斯 Sir Edward Coley Burne Jones,1878,74.9,61.2,油彩．畫布 ,1493,https://www.ss.net.tw/img?o=QnVybmVKb25lczAzOC5qcGc=,"['red', 'orange']"
0,883,仁慈的騎士 The Merciful Knight,BurneJones039,伯恩瓊斯 Sir Edward Coley Burne Jones,1863,100.3,69.2,油彩．畫布 ,1765,https://www.ss.net.tw/img?o=QnVybmVKb25lczAzOS5qcGc=,"['black', 'red', 'orange', 'yellow']"
0,884,皮格馬利翁和塑像 - 靈魂獲得 Pygmalion and the Image - The Soul Attains,BurneJones040,伯恩瓊斯 Sir Edward Coley Burne Jones,1875,99,76.3,油彩．畫布 ,1823,https://www.ss.net.tw/img?o=QnVybmVKb25lczA0MC5qcGc=,"['red', 'orange', 'yellow']"
0,885,皮格馬利翁和塑像 - 神性燃燒 Pygmalion and the Image - The Godhead Fires,BurneJones041,伯恩瓊斯 Sir Edward Coley Burne Jones,1875,99,76.3,油彩．畫布 ,1866,https://www.ss.net.tw/img?o=QnVybmVKb25lczA0MS5qcGc=,"['red', 'orange']"
0,886,賽博拉公主離家 The Princess Sabra Led to the Dragon,BurneJones042,伯恩瓊斯 Sir Edward Coley Burne Jones,1866,108,96.6,油彩．畫布 ,1461,https://www.ss.net.tw/img?o=QnVybmVKb25lczA0Mi5qcGc=,"['black', 'orange', 'yellow']"
0,887,邱比特與普賽克 Cupid and Psyche,BurneJones043,伯恩瓊斯 Sir Edward Coley Burne Jones,1865,131,96.5,水彩．粉彩．紙．亞麻布 ,1859,https://www.ss.net.tw/img?o=QnVybmVKb25lczA0My5qcGc=,"['black', 'gray', 'red', 'orange', 'blue']"
0,888,女修道士的故事 The Prioress’Tale,BurneJones044,伯恩瓊斯 Sir Edward Coley Burne Jones,1865,104,63,水粉．紙 ,1967,https://www.ss.net.tw/img?o=QnVybmVKb25lczA0NC5qcGc=,"['red', 'orange', 'blue']"
0,889,皮格馬利翁和塑像 - 手的抑制 Pygmalion and the Image - The Hand Refrains,BurneJones045,伯恩瓊斯 Sir Edward Coley Burne Jones,1878,98.7,76.3,油彩．畫布 ,1829,https://www.ss.net.tw/img?o=QnVybmVKb25lczA0NS5qcGc=,"['black', 'gray', 'red', 'orange']"
0,890,牧羊神的花園 The garden of Pan,BurneJones046,伯恩瓊斯 Sir Edward Coley Burne Jones,1886,152.5,186.9,油彩．畫布 ,1615,https://www.ss.net.tw/img?o=QnVybmVKb25lczA0Ni5qcGc=,"['black', 'orange', 'yellow']"
0,891,誠實人和女王 Fair Rosamund and Queen Eleanor,BurneJones047,伯恩瓊斯 Sir Edward Coley Burne Jones,1861,49.5,37.5,綜合素材 ,1858,https://www.ss.net.tw/img?o=ODkxXzAxNTQwNzM3NTQzLmpwZw==,"['black', 'red']"
0,892,賢士朝拜 The Adoration of the Magi,BurneJones048,伯恩瓊斯 Sir Edward Coley Burne Jones,1904,258,377,掛毯 ,1705,https://www.ss.net.tw/img?o=QnVybmVKb25lczA0OC5qcGc=,"['black', 'red', 'orange']"
0,893,戰鬥：聖喬治殺死蛟龍 六 The fight：St George kills the dragon VI,BurneJones049,伯恩瓊斯 Sir Edward Coley Burne Jones,1866,166,175,油彩．畫布 ,1637,https://www.ss.net.tw/img?o=QnVybmVKb25lczA0OS5qcGc=,"['black', 'red', 'orange', 'yellow']"
0,894,音樂 Music,BurneJones050,伯恩瓊斯 Sir Edward Coley Burne Jones,1877,67.7,43.5,油彩．畫布 ,1738,https://www.ss.net.tw/img?o=QnVybmVKb25lczA1MC5qcGc=,"['black', 'red', 'orange']"
0,895,小艇 Scolls,Caillebotte001,卡玉伯特 Gustave Caillebotte,1877,88.9,116.2,油彩．畫布 ,2861,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMDEuanBn,"['green', 'blue']"
0,896,巴黎街景 Paris Street; Rainy Day,Caillebotte002,卡玉伯特 Gustave Caillebotte,1877,212.2,276.2,油彩．畫布 ,4675,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMDIuanBn,"['gray', 'white']"
0,897,屋頂上的眺望(雪景) Rooftops under Snow,Caillebotte003,卡玉伯特 Gustave Caillebotte,1878,64,82,油彩．畫布 ,1899,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMDMuanBn,"['gray', 'white', 'blue']"
0,898,亞嘉杜的塞納河 La Seine a Argenteuil,Caillebotte004,卡玉伯特 Gustave Caillebotte,1882,59.7,73.7,油彩．畫布 ,2219,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMDQuanBn,['blue']
0,899,亨利．科迪爾 Henri Cordier,Caillebotte005,卡玉伯特 Gustave Caillebotte,1883,65,82,油彩．畫布 ,2468,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMDUuanBn,"['black', 'gray', 'red', 'orange']"
0,900,洗澡男子 Man at his Bath,Caillebotte006,卡玉伯特 Gustave Caillebotte,1884,144.8,114.3,油彩．畫布 ,2260,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMDYuanBn,"['gray', 'white', 'red']"
0,901,歐洲大橋 The Europe Bridge,Caillebotte007,卡玉伯特 Gustave Caillebotte,1876,125,181,油彩．畫布 ,1913,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMDcuanBn,"['gray', 'white', 'blue']"
0,902,攤子展示的水果 Fruit Displayed on a Stand,Caillebotte008,卡玉伯特 Gustave Caillebotte,1881,76.5,100.5,油彩．畫布 ,2273,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMDguanBn,"['white', 'orange', 'yellow', 'blue']"
0,903,長沙發上的裸女 Nude on a Couch,Caillebotte009,卡玉伯特 Gustave Caillebotte,1880,129.54,195.58,油彩．畫布 ,2594,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMDkuanBn,"['gray', 'white']"
0,904,花園裡的菊花 Chrysanthemums in the Garden at Petit-Gennevilliers,Caillebotte010,卡玉伯特 Gustave Caillebotte,1893,98,59.8,油彩．畫布 ,2219,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMTAuanBn,"['black', 'red', 'orange', 'yellow', 'green']"
0,905,刮地板的工人 The Floor Scrapers,Caillebotte011,卡玉伯特 Gustave Caillebotte,1875,102,146,油彩．畫布 ,2384,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMTEuanBn,"['black', 'gray', 'orange', 'yellow']"
0,906,亞嘉杜的遊樂場 Argenteuil. Fête foraine,Caillebotte012,卡玉伯特 Gustave Caillebotte,1883,65,81,油彩．畫布 ,2231,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMTIuanBn,"['green', 'blue']"
0,907,黃色原野 The Plain Of Gennevilliers. Yellow Fields,Caillebotte013,卡玉伯特 Gustave Caillebotte,1884,65.9,81.7,油彩．畫布 ,2232,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMTMuanBn,"['orange', 'yellow', 'green', 'blue']"
0,908,亞嘉杜的塞納河和鐵橋 The Seine and the Railroad Bridge at Argenteuil,Caillebotte014,卡玉伯特 Gustave Caillebotte,1885,115.6,154.9,油彩．畫布 ,1858,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMTQuanBn,['blue']
0,909,亞嘉杜的塞納河和鐵橋 Bridge at Argenteuil and the Seine,Caillebotte015,卡玉伯特 Gustave Caillebotte,1883,65.5,81.6,油彩．畫布 ,1871,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMTUuanBn,['blue']
0,910,亞嘉杜的帆船 Sailing Boats at Argenteuil,Caillebotte016,卡玉伯特 Gustave Caillebotte,1888,65,55.5,油彩．畫布 ,2175,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMTYuanBn,"['gray', 'white', 'orange', 'yellow']"
0,911,橙樹 The Orange Trees,Caillebotte017,卡玉伯特 Gustave Caillebotte,1878,154.94,116.84,油彩．畫布 ,2009,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMTcuanBn,"['black', 'gray', 'orange', 'yellow']"
0,912,在亞嘉杜的房子 Maisons à Argenteuil,Caillebotte018,卡玉伯特 Gustave Caillebotte,1883,65.8,53.6,油彩．畫布 ,1850,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMTguanBn,"['white', 'blue']"
0,913,獨木舟 The Canoes,Caillebotte019,卡玉伯特 Gustave Caillebotte,1878,156,109,油彩．畫布 ,1944,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMTkuanBn,"['black', 'gray', 'blue']"
0,914,埃皮奈的塞納河畔 La Seine a la Pointe d’Epinay,Caillebotte020,卡玉伯特 Gustave Caillebotte,1888,65,81,油彩．畫布 ,1706,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMjAuanBn,"['white', 'green']"
0,915,亞嘉杜的草原 Prairie Au Pont D’Argenteuil,Caillebotte021,卡玉伯特 Gustave Caillebotte,1882,54.3,65.4,油彩．畫布 ,1935,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMjEuanBn,"['white', 'orange', 'yellow']"
0,916,葉赫鎮河谷 La Vallee de l’Yerres,Caillebotte022,卡玉伯特 Gustave Caillebotte,1877,58.1,72.4,粉彩．蠟筆．紙板 ,1992,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMjIuanBn,"['green', 'blue']"
0,917,哈萊維街 Rue halevy,Caillebotte023,卡玉伯特 Gustave Caillebotte,1878,60,73,油彩．畫布 ,1927,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMjMuanBn,"['gray', 'blue']"
0,918,在葉赫河上划獨木舟 Canoe on the Yerres River,Caillebotte024,卡玉伯特 Gustave Caillebotte,1878,65.7,81,油彩．畫布 ,1828,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMjQuanBn,"['black', 'gray']"
0,919,農村畫像 Portraits in the Countryside,Caillebotte025,卡玉伯特 Gustave Caillebotte,1876,95,111,油彩．畫布 ,1827,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMjUuanBn,"['black', 'gray', 'red', 'orange']"
0,920,透視陽台格窗 View Seen Through a Balcony,Caillebotte026,卡玉伯特 Gustave Caillebotte,1880,65.6,54.9,油彩．畫布 ,2284,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMjYuanBn,"['gray', 'white']"
0,921,在窗口的男子 Jeune homme àsa fenêtre,Caillebotte027,卡玉伯特 Gustave Caillebotte,1876,116,81,油彩．畫布 ,1906,https://www.ss.net.tw/img?o=OTIxXzAxNjMzNTU5MTI5LmpwZw==,"['black', 'gray']"
0,922,亞嘉杜的塞納河泊船 Bateaux au mouillage sur la Seine a Argenteuil,Caillebotte028,卡玉伯特 Gustave Caillebotte,1892,60,73.7,油彩．畫布 ,1848,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMjguanBn,"['gray', 'white']"
0,923,亞嘉杜大橋河畔 La Berge et le Pont d’Argenteuil,Caillebotte029,卡玉伯特 Gustave Caillebotte,1882,60,73,油彩．畫布 ,1918,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMjkuanBn,"['gray', 'white']"
0,924,歐洲大橋 Study for Le Pont de l'Europe,Caillebotte030,卡玉伯特 Gustave Caillebotte,1876,125,181,油彩．畫布 ,1827,https://www.ss.net.tw/img?o=OTI0XzAxNjMzNTU5MjE1LmpwZw==,"['black', 'gray', 'blue']"
0,925,兩個花瓶裡的丁香和牡丹 Lilas et pivoines dans deux vases,Caillebotte031,卡玉伯特 Gustave Caillebotte,1883,92,72,油彩．畫布 ,2284,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMzEuanBn,"['red', 'orange', 'green']"
0,926,亞嘉杜的塞納河畔 Le Petit Bras De La Seine. Argenteuil,Caillebotte032,卡玉伯特 Gustave Caillebotte,1886,81,65,油彩．畫布 ,1851,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMzIuanBn,"['black', 'gray', 'green', 'blue']"
0,927,熱訥維耶平原.黃色和綠色的研習 Les Champs. Plaine De Gennevilliers. Etude En Jaune Et Vert,Caillebotte033,卡玉伯特 Gustave Caillebotte,1884,54,65,油彩．畫布 ,1764,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMzMuanBn,"['white', 'yellow', 'green']"
0,928,蒙梭公園 Le Parc Monceau,Caillebotte034,卡玉伯特 Gustave Caillebotte,1877,50,65,油彩．畫布 ,2482,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMzQuanBn,"['red', 'orange', 'yellow', 'green']"
0,929,圖維列的花園 Un jardin a Trouville,Caillebotte035,卡玉伯特 Gustave Caillebotte,1882,65,81.5,油彩．畫布 ,2210,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMzUuanBn,"['black', 'orange', 'yellow', 'green']"
0,930,熱訥維耶的花園 Massif de Fleurs. Jardin du Petit Gennevilliers,Caillebotte036,卡玉伯特 Gustave Caillebotte,1884,61,47,油彩．畫布 ,2444,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMzYuanBn,"['red', 'blue']"
0,931,亞嘉杜的塞納河.泊船 La Seine a Argenteuil. bateaux au mouillage,Caillebotte037,卡玉伯特 Gustave Caillebotte,1883,60.2,73,油彩．畫布 ,1689,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMzcuanBn,"['green', 'blue']"
0,932,劍蘭瓶花 Vase de glaieuls,Caillebotte038,卡玉伯特 Gustave Caillebotte,1887,81,65,油彩．畫布 ,2287,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMzguanBn,"['red', 'blue']"
0,933,聖奧古斯丁廣場.有霧的天氣 La Place Saint-Augustin. temps brumeux,Caillebotte039,卡玉伯特 Gustave Caillebotte,1878,54,65,油彩．畫布 ,2057,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwMzkuanBn,"['white', 'blue']"
0,934,歐洲大橋 Le Pont De Leurope. Esquisse,Caillebotte040,卡玉伯特 Gustave Caillebotte,1876,64.7,81.3,油彩．畫布 ,1996,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwNDAuanBn,['blue']
0,935,葉赫的菜園 Jardin potager. Yerres,Caillebotte041,卡玉伯特 Gustave Caillebotte,1877,43.5,57.7,粉臘．紙 ,3571,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwNDEuanBn,"['green', 'blue']"
0,936,那不勒斯附近的運河邊 Bord d’un canal. pres de Naples,Caillebotte042,卡玉伯特 Gustave Caillebotte,1872,39.7,59.7,油彩．畫布 ,1662,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwNDIuanBn,"['gray', 'orange', 'yellow', 'green']"
0,937,圖維列的別墅 Villas à Trouville,Caillebotte043,卡玉伯特 Gustave Caillebotte,1884,66,81.3,油彩．畫布 ,1816,https://www.ss.net.tw/img?o=Q2FpbGxlYm90dGUwNDMuanBn,"['white', 'green']"
0,939,威斯敏斯特大教堂內景 Interior View of the Henry VII Chapel. Westminster Abbey,Canaletto002,卡納萊托 Giovanni Antonio Canaletto,1750,74.3,65.1,油彩．畫布 ,2126,https://www.ss.net.tw/img?o=Q2FuYWxldHRvMDAyLmpwZw==,"['orange', 'yellow']"
