id,k,name,number,author,year,length,width,material,view,imglink,color_label
0,1,期望 Expectations,AlmaTedema001,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1885,45,66.1,油彩．畫布 ,5246,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAwMS5qcGc=,"['white', 'blue']"
0,2,希臘婦女 A Greek Women,AlmaTedema002,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1869,58.5,46,油彩．畫板 ,4074,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAwMi5qcGc=,"['red', 'orange']"
0,3,無知的對手 Unconscious Rivals,AlmaTedema003,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1893,45.1,62.8,油彩．畫布 ,4799,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAwMy5qcGc=,"['red', 'orange']"
0,4,最佳位置 A Coign of Vantage,AlmaTedema004,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1895,64,44.5,油彩．畫布 ,3776,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAwNC5qcGc=,"['gray', 'white', 'orange', 'blue']"
0,5,黑利阿迦八魯斯的玫瑰 The Roses of Heliogabalus,AlmaTedema005,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1888,132.1,213.9,油彩．畫布 ,2881,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAwNS5qcGc=,"['red', 'orange']"
0,6,銀色最愛 Silver Favorites,AlmaTedema006,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1903,69.1,42.2,油彩．畫布 ,2246,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAwNi5qcGc=,"['white', 'red', 'orange', 'blue']"
0,7,粗心的傾訴 Unwelcome Confidences,AlmaTedema007,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1902,38.1,22.86,油彩．畫板 ,2395,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAwNy5qcGc=,"['black', 'white', 'red', 'orange']"
0,8,祝福一路平安 God Speed,AlmaTedema008,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1893,25.4,12.7,油彩．畫板 ,3763,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAwOC5qcGc=,"['red', 'orange', 'blue']"
0,9,安東尼相遇克莉奧佩特拉 The Meeting of Antony and Cleopatra,AlmaTedema009,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1885,65.4,91.4,油彩．畫板 ,3775,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAwOS5qcGc=,"['black', 'red', 'orange']"
0,10,奧古斯都時期的收藏家 The Collector Of Pictures At The Time Of Augustus,AlmaTedema010,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1867,71,46.4,油彩．畫板 ,3153,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAxMC5qcGc=,"['black', 'gray', 'red', 'orange']"
0,11,枉然之戀 Vain Courtship,AlmaTedema011,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1900,77.5,41.3,油彩．畫布 ,2810,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAxMS5qcGc=,"['red', 'orange']"
0,12,是誰呢 Who is it？,AlmaTedema012,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1863,29.2,22.5,油彩．畫板 ,2303,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAxMi5qcGc=,"['black', 'red', 'orange', 'yellow']"
0,13,春節 A Spring Festival (On the Road to the Temple of Ceres),AlmaTedema013,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1887,89,53.3,油彩．畫布 ,2247,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAxMy5qcGc=,"['black', 'orange', 'yellow', 'green']"
0,14,觀望和等待 Watching and Waiting,AlmaTedema014,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1890,66,44.7,油彩．畫板 ,3557,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAxNC5qcGc=,"['black', 'red', 'orange', 'yellow']"
0,15,克勞狄皇帝加冕 Proclaiming Claudius Emperor. opus XLVIII,AlmaTedema015,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1867,46.8,60.7,油彩．畫板 ,2449,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAxNS5qcGc=,"['black', 'red', 'orange', 'yellow']"
0,16,龐培場景 Escena pompeyana,AlmaTedema016,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1868,130,360,油彩．畫布 ,2846,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAxNi5qcGc=,"['black', 'gray', 'orange', 'yellow']"
0,17,雄辯的沉默 An eloquent silence,AlmaTedema017,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1890,42,33,油彩．畫板 ,2275,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAxNy5qcGc=,"['orange', 'blue']"
0,18,悵然遠望 Her Eyes are with Her Thoughts and They are Far Away,AlmaTedema018,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1897,22.9,38.2,油彩．畫板 ,2306,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAxOC5qcGc=,"['red', 'orange', 'yellow']"
0,20,沉默的招呼 A Silent Greeting,AlmaTedema020,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1889,30.5,22.9,油彩．木板 ,3214,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAyMC5qcGc=,"['gray', 'red']"
0,21,最愛的習俗 A Favourite Custom,AlmaTedema021,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1909,66,45.1,油彩．木板 ,3301,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAyMS5qcGc=,"['gray', 'orange', 'yellow']"
0,22,春天 Spring,AlmaTedema022,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1894,178.44,80,油彩．畫布 ,2732,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAyMi5qcGc=,"['red', 'orange', 'yellow']"
0,23,莎福和阿喀修斯 Sappho and Alcaeus (Opus CCXXIII),AlmaTedema023,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1881,66.04,121.92,油彩．畫板 ,3224,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAyMy5qcGc=,"['black', 'orange', 'yellow']"
0,24,阿姆菲斯的女人們 The Women of Amphissa,AlmaTedema024,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1887,129.9,182.9,油彩．畫布 ,3871,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAyNC5qcGc=,"['orange', 'yellow']"
0,25,女人和鮮花 Woman and Flowers (Opus LIX),AlmaTedema025,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1868,49.8,37.2,油彩．畫板 ,2844,https://www.ss.net.tw/img?o=MjVfMDE1NDY3ODYwNTguanBn,"['black', 'red', 'orange']"
0,26,講學的荷馬 A Reading from Homer,AlmaTedema026,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1885,91,183,油彩．畫布 ,3971,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAyNi5qcGc=,"['red', 'orange']"
0,27,溫水浴室 In the Tepidarium,AlmaTedema027,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1881,24.2,33,油彩．畫布 ,2843,https://www.ss.net.tw/img?o=MjdfMDE1OTU1ODAyNzAuanBn,"['black', 'red', 'orange']"
0,28,不要問我 Ask Me No More,AlmaTedema028,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1906,80,115.6,油彩．畫布 ,3513,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAyOC5qcGc=,"['gray', 'white', 'blue']"
0,29,發現摩西 The Finding of Moses,AlmaTedema029,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1904,137.5,213.4,油彩．畫布 ,2835,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAyOS5qcGc=,"['white', 'orange', 'yellow']"
0,30,葡萄酒節 The vintage festival,AlmaTedema030,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1870,76.8,174,油彩．畫布 ,2242,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAzMC5qcGc=,"['orange', 'yellow']"
0,31,酒神祭 A dedication to Bacchus,AlmaTedema031,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1889,77.5,177.5,油彩．畫布 ,3140,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAzMS5qcGc=,"['gray', 'white', 'blue']"
0,32,克洛維斯的子女教育 The Education of the Children of Clovis,AlmaTedema032,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1861,129.5,177.8,油彩．畫布 ,3231,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAzMi5qcGc=,"['black', 'red', 'orange']"
0,33,夾竹桃 An Oleander,AlmaTedema033,亞瑪泰得瑪 Sir Lawrence Alma Tadema,1882,91.4,65.4,油彩．畫板 ,2392,https://www.ss.net.tw/img?o=QWxtYVRlZGVtYTAzMy5qcGc=,"['black', 'red', 'orange', 'yellow']"
0,34,聖告圖 The Annunciation,Angelico001,安基利柯 Fra Angelico,1430,230,321,壁畫 ,4831,https://www.ss.net.tw/img?o=QW5nZWxpY28wMDEuanBn,"['red', 'orange']"
0,35,相遇 Noli Me Tangere,Angelico002,安基利柯 Fra Angelico,1440,180,146,壁畫 ,3315,https://www.ss.net.tw/img?o=QW5nZWxpY28wMDIuanBn,"['gray', 'white', 'red']"
0,36,在曠野狂喜的聖本篤 Saint Benoit En Extase Au Désert,Angelico003,安基利柯 Fra Angelico,1430,17,26,蛋彩．木板 ,1892,https://www.ss.net.tw/img?o=QW5nZWxpY28wMDMuanBn,"['gray', 'white', 'orange', 'yellow']"
0,38,聖尼古拉的故事 Story of St Nicholas,Angelico005,安基利柯 Fra Angelico,1437,34,60,蛋彩．木板 ,3301,https://www.ss.net.tw/img?o=QW5nZWxpY28wMDUuanBn,"['gray', 'red', 'orange', 'blue']"
0,39,聖尼古拉的故事 Story of St Nicholas,Angelico006,安基利柯 Fra Angelico,1437,34,60,蛋彩．木板 ,3488,https://www.ss.net.tw/img?o=QW5nZWxpY28wMDYuanBn,"['black', 'red', 'orange']"
0,40,埋葬基督 The Entombment of Christc,Angelico007,安基利柯 Fra Angelico,1450,88.9,54.9,蛋彩．楊木 ,2789,https://www.ss.net.tw/img?o=QW5nZWxpY28wMDcuanBn,"['black', 'red', 'orange', 'yellow']"
0,41,聖母子與兩個天使 Madonna and Child with Two Angels,Angelico008,安基利柯 Fra Angelico,1420,80.5,47,蛋彩．畫板 ,2948,https://www.ss.net.tw/img?o=QW5nZWxpY28wMDguanBn,"['red', 'orange']"
0,42,聖母加冕 Coronation of the Virgin,Angelico009,安基利柯 Fra Angelico,1435,112,114,蛋彩．木板 ,4561,https://www.ss.net.tw/img?o=QW5nZWxpY28wMDkuanBn,"['black', 'red', 'orange', 'yellow']"
0,43,聖告圖 The Annunciation,Angelico010,安基利柯 Fra Angelico,1430,150,180,蛋彩．畫板 ,3637,https://www.ss.net.tw/img?o=QW5nZWxpY28wMTAuanBn,"['black', 'red', 'orange']"
0,44,謙卑的聖母 The Madonna of Humility,Angelico011,安基利柯 Fra Angelico,1440,74,52,蛋彩．畫板 ,3097,https://www.ss.net.tw/img?o=QW5nZWxpY28wMTEuanBn,"['orange', 'blue']"
0,45,聖母子和聖人們 The Virgin and Child with SS Dominic and Thomas Aquinas,Angelico012,安基利柯 Fra Angelico,1424,196,187,壁畫 ,2172,https://www.ss.net.tw/img?o=QW5nZWxpY28wMTIuanBn,"['gray', 'red', 'orange', 'yellow']"
0,46,謙卑的聖母 The Madonna of Humility,Angelico013,安基利柯 Fra Angelico,1433,98.6,49.2,蛋彩．畫板 ,1985,https://www.ss.net.tw/img?o=QW5nZWxpY28wMTMuanBn,"['orange', 'yellow', 'blue']"
0,47,謙卑的聖母 The Madonna of Humility,Angelico014,安基利柯 Fra Angelico,1430,60.7,45.2,蛋彩．畫板 ,2898,https://www.ss.net.tw/img?o=QW5nZWxpY28wMTQuanBn,"['gray', 'orange', 'yellow']"
0,48,多明尼加祝福 Dominican Beati,Angelico015,安基利柯 Fra Angelico,1419,73,32,蛋彩．白楊木 ,1922,https://www.ss.net.tw/img?o=QW5nZWxpY28wMTUuanBn,"['black', 'orange', 'yellow']"
0,49,多明尼加祝福 Dominican Beati,Angelico016,安基利柯 Fra Angelico,1419,73,31.8,蛋彩．白楊木 ,1885,https://www.ss.net.tw/img?o=QW5nZWxpY28wMTYuanBn,"['black', 'orange', 'yellow']"
0,50,基督帶著聖者及烈士們作為先驅 The Forerunners of Christ with Saints and Martyrs,Angelico017,安基利柯 Fra Angelico,1419,31.8,73,蛋彩．白楊木 ,1962,https://www.ss.net.tw/img?o=QW5nZWxpY28wMTcuanBn,"['red', 'orange', 'yellow', 'blue']"
0,51,聖母帶著使徒及其餘之聖者 The Virgin Mary with the Apostles and Other Saints,Angelico018,安基利柯 Fra Angelico,1419,31.8,73,蛋彩．白楊木 ,2382,https://www.ss.net.tw/img?o=QW5nZWxpY28wMTguanBn,"['red', 'orange', 'yellow']"
0,52,聖方濟和一位主教.聖施洗約翰和聖道明 Saint Francis and a Bishop Saint. Saint John the Baptist and Saint Dominic,Angelico019,安基利柯 Fra Angelico,1430,52.7,44.2,蛋彩．畫板 ,2931,https://www.ss.net.tw/img?o=QW5nZWxpY28wMTkuanBn,"['black', 'red', 'orange', 'yellow']"
0,53,修道者的生活場景 Scenes from the Lives of the Desert Fathers ( Thebaid ),Angelico020,安基利柯 Fra Angelico,1420,73.8,105,蛋彩．楊木 ,1904,https://www.ss.net.tw/img?o=NTNfMDE1NDI1NDU0NzguanBn,"['black', 'red', 'orange', 'yellow']"
0,54,十字架受難 The Crucifixio,Angelico021,安基利柯 Fra Angelico,1440,34,50.2,蛋彩．畫布 ,1977,https://www.ss.net.tw/img?o=QW5nZWxpY28wMjEuanBn,"['black', 'red', 'orange']"
0,55,主教聖者 A Bishop Saint,Angelico022,安基利柯 Fra Angelico,1425,15.9,15.6,蛋彩．木板 ,2933,https://www.ss.net.tw/img?o=QW5nZWxpY28wMjIuanBn,"['black', 'white', 'red', 'orange']"
0,56,聖母、聖嬰與兩位天使 Madonna and Child with Two Angels,Angelico023,安基利柯 Fra Angelico,1420,80.5,47,蛋彩．畫板 ,2607,https://www.ss.net.tw/img?o=QW5nZWxpY28wMjMuanBn,"['red', 'orange']"
0,57,受難 The Crucifixion,Angelico024,安基利柯 Fra Angelico,1420,63.8,48.3,蛋彩．木板 ,3145,https://www.ss.net.tw/img?o=QW5nZWxpY28wMjQuanBn,"['red', 'orange']"
0,58,三王朝拜 The Adoration of the Magi,Angelico025,安基利柯 Fra Angelico,1445,137.3,138.35,蛋彩．畫板 ,2080,https://www.ss.net.tw/img?o=QW5nZWxpY28wMjUuanBn,"['white', 'red', 'orange', 'yellow']"
0,59,基督的榮耀 Christ Glorified in the Court of Heaven,Angelico026,安基利柯 Fra Angelico,1423,31.7,73,蛋彩．木板 ,3569,https://www.ss.net.tw/img?o=QW5nZWxpY28wMjYuanBn,"['red', 'orange', 'yellow', 'blue']"
0,60,被聖葛斯默和聖丹米安治癒的帕拉底安 The Healing of Palladia by Saint Cosmas and Saint Damian,Angelico027,安基利柯 Fra Angelico,1438,36.2,46.3,蛋彩．畫板 ,2065,https://www.ss.net.tw/img?o=QW5nZWxpY28wMjcuanBn,"['black', 'red', 'orange', 'yellow']"
0,61,卸下聖體 The Deposition from the Cross,Angelico028,安基利柯 Fra Angelico,1433,176,185,蛋彩．畫板 ,2996,https://www.ss.net.tw/img?o=QW5nZWxpY28wMjguanBn,"['black', 'white', 'orange', 'yellow']"
0,62,最後的審判 The Last Judgement,Angelico029,安基利柯 Fra Angelico,1450,103,121.4,蛋彩．木板 ,3209,https://www.ss.net.tw/img?o=QW5nZWxpY28wMjkuanBn,"['black', 'red', 'orange', 'yellow']"
0,63,聖道明和聖方濟 The Meeting of St. Dominic and St. Francis of Assisi,Angelico030,安基利柯 Fra Angelico,1435,27,26,油彩．畫板 ,2746,https://www.ss.net.tw/img?o=QW5nZWxpY28wMzAuanBn,"['black', 'red', 'orange', 'yellow']"
0,64,報佳音 Verkundigung an Maria,Angelico031,安基利柯 Fra Angelico,1430,154,194,蛋彩．木板 ,2730,https://www.ss.net.tw/img?o=QW5nZWxpY28wMzEuanBn,"['black', 'red', 'orange', 'yellow']"
0,65,多明尼加的願景 The Vision of the Dominican Habit,Angelico032,安基利柯 Fra Angelico,1430,24.4,32.3,蛋彩．木板 ,2396,https://www.ss.net.tw/img?o=QW5nZWxpY28wMzIuanBn,"['black', 'red', 'orange']"
0,66,數字愛好者 Numeri innamorati,Balla001,巴拉 Giacomo Balla,1924,77,56,油彩．畫布 ,2540,https://www.ss.net.tw/img?o=QmFsbGEwMDEuanBn,"['black', 'white', 'green', 'blue']"
0,67,光的研究 Studio della luce,Balla002,巴拉 Giacomo Balla,1912,49.5,42,油彩．畫布 ,3876,https://www.ss.net.tw/img?o=QmFsbGEwMDIuanBn,"['orange', 'yellow']"
0,68,雨燕的細節： 運動路徑 + 動態序列 Detail of Swifts： Paths of Movement + Dynamic Sequences,Balla003,巴拉 Giacomo Balla,1913,96.8,120,油彩．畫布 ,3621,https://www.ss.net.tw/img?o=QmFsbGEwMDMuanBn,"['black', 'gray', 'red', 'orange']"
0,69,街燈 Street Light,Balla004,巴拉 Giacomo Balla,1910,174.7,114.7,油彩．畫布 ,3863,https://www.ss.net.tw/img?o=QmFsbGEwMDQuanBn,"['black', 'red', 'orange', 'yellow', 'blue']"
0,70,線的速度 Line of speed,Balla005,巴拉 Giacomo Balla,1913,56,75,油彩．畫布 ,2894,https://www.ss.net.tw/img?o=QmFsbGEwMDUuanBn,"['red', 'orange', 'blue']"
0,71,轉換精神形式 Trasformazione forme spiriti,Balla006,巴拉 Giacomo Balla,1918,42,59.5,水粉．紙 ,2908,https://www.ss.net.tw/img?o=QmFsbGEwMDYuanBn,['blue']
0,72,琺瑯景觀的磁力線 Lines of Force of an Enamelled Landscape,Balla007,巴拉 Giacomo Balla,1917,41,56,油墨．琺瑯．紙 ,3180,https://www.ss.net.tw/img?o=NzJfMDE1NDk1MDMyMDAuanBn,"['white', 'orange', 'blue']"
0,73,噪音的形式 Forme Rumore,Balla008,巴拉 Giacomo Balla,1928,19.69,32.07,水粉．紙 ,3337,https://www.ss.net.tw/img?o=QmFsbGEwMDguanBn,"['red', 'orange', 'blue']"
0,74,花盆裡的白色大麗花 Dalie bianche nel vaso,Balla009,巴拉 Giacomo Balla,1930,65,56,油彩．木板 ,3467,https://www.ss.net.tw/img?o=QmFsbGEwMDkuanBn,"['orange', 'yellow', 'green']"
0,75,抽象速度 Velocità astratta,Balla010,巴拉 Giacomo Balla,1913,50.5,65.6,油彩．畫布 ,2909,https://www.ss.net.tw/img?o=QmFsbGEwMTAuanBn,"['black', 'gray', 'red', 'orange']"
0,76,抽象速度 - 通過的汽車 Abstract Speed - The Car Has Passed,Balla011,巴拉 Giacomo Balla,1913,50,65,油彩．畫布 ,2744,https://www.ss.net.tw/img?o=QmFsbGEwMTEuanBn,"['green', 'blue']"
0,77,環形飛機 Circular Planes,Balla012,巴拉 Giacomo Balla,1924,77.4,77,油彩．畫布 ,3354,https://www.ss.net.tw/img?o=NzdfMDE1NDk1MDMzMDQuanBn,"['white', 'blue']"
0,78,塑料值 Valori plastici,Balla013,巴拉 Giacomo Balla,1929,77,77,蛋彩．畫布 ,2158,https://www.ss.net.tw/img?o=QmFsbGEwMTMuanBn,"['red', 'blue']"
0,79,愛國運動 Patriotic Demonstration,Balla014,巴拉 Giacomo Balla,1915,101,137.5,油彩．畫布 ,2874,https://www.ss.net.tw/img?o=NzlfMDE1NDk1MDM1MjkuanBn,"['black', 'gray', 'red']"
0,80,望遠鏡前水星穿過太陽 Il pianeta Mercurio passa davanti al sole nel telescopio,Balla015,巴拉 Giacomo Balla,1914,61,50.5,油彩．畫布 ,2203,https://www.ss.net.tw/img?o=QmFsbGEwMTUuanBn,"['black', 'white', 'red', 'orange', 'blue']"
0,81,未來派的天才 Genio Futurista,Balla016,巴拉 Giacomo Balla,1925,279,381,布面油畫掛毯 ,2557,https://www.ss.net.tw/img?o=QmFsbGEwMTYuanBn,"['red', 'green', 'blue']"
0,82,風景 + 飛行的燕子 Landscape + swallows in flight,Balla017,巴拉 Giacomo Balla,1929,77,77.5,油彩．畫布 ,2317,https://www.ss.net.tw/img?o=QmFsbGEwMTcuanBn,"['white', 'orange', 'yellow', 'blue']"
0,83,抽象的速度 + 聲音 Abstract Speed + Sound,Balla018,巴拉 Giacomo Balla,1913,54.5,76.5,油彩．畫布 ,3400,https://www.ss.net.tw/img?o=QmFsbGEwMTguanBn,"['white', 'red', 'blue']"
0,84,汽車的速度 Velocity Of An Automobile,Balla019,巴拉 Giacomo Balla,1913,74,104,油墨．墨水．紙．木板 ,3018,https://www.ss.net.tw/img?o=QmFsbGEwMTkuanBn,"['black', 'gray', 'white']"
0,85,拴著皮帶的狗的動力 Dynamism of a Dog on a Leash,Balla020,巴拉 Giacomo Balla,1912,90.8,110.2,油彩．畫布 ,3771,https://www.ss.net.tw/img?o=QmFsbGEwMjAuanBn,"['black', 'gray', 'white']"
0,86,運動軌跡 + 動態序列 Paths of Movement + Dynamic Sequences,Balla021,巴拉 Giacomo Balla,1913,49,68,蛋彩．紙 ,2687,https://www.ss.net.tw/img?o=QmFsbGEwMjEuanBn,"['black', 'red', 'orange']"
0,87,彈簧 Spring,Balla022,巴拉 Giacomo Balla,1916,81.3,66.8,油彩．畫布 ,2252,https://www.ss.net.tw/img?o=QmFsbGEwMjIuanBn,"['white', 'orange', 'yellow']"
0,88,悲觀樂觀情緒的擴大 Espansionauree di pessimismo ottimismo,Balla023,巴拉 Giacomo Balla,1923,44,59,油彩．畫布 ,2427,https://www.ss.net.tw/img?o=QmFsbGEwMjMuanBn,"['black', 'white', 'blue']"
0,89,空間力量 Forze spaziali,Balla024,巴拉 Giacomo Balla,1918,22.2,30.2,油彩．畫布 ,2900,https://www.ss.net.tw/img?o=QmFsbGEwMjQuanBn,"['white', 'red', 'blue']"
0,90,滲透的彩虹 - 尤加利樹 Compenetrazione iridescente - Eucalyptus,Balla025,巴拉 Giacomo Balla,1914,100.2,120.5,油彩．畫布 ,2498,https://www.ss.net.tw/img?o=QmFsbGEwMjUuanBn,"['white', 'orange', 'green', 'blue']"
0,91,巧克力的回憶 Cioccolato reclam per il Bal-Tic-Tac,Balla026,巴拉 Giacomo Balla,1921,31.5,39,油彩．畫布 ,3384,https://www.ss.net.tw/img?o=QmFsbGEwMjYuanBn,"['black', 'red', 'green', 'blue']"
0,92,穿透線 Linea di Compenetrazione,Balla027,巴拉 Giacomo Balla,1916,17.9,24.1,紙板．拼貼．水彩 ,2904,https://www.ss.net.tw/img?o=QmFsbGEwMjcuanBn,"['black', 'red', 'orange', 'yellow', 'green']"
0,93,聖母子、聖彼得、聖馬克與信徒 Virgin with Child with Saint Peter. Saint Mark and a Donor,Bellini001,貝里尼 Giovanni Bellini,1505,95.7,81.8,油彩．畫板 ,2591,https://www.ss.net.tw/img?o=QmVsbGluaTAwMS5qcGc=,"['black', 'red', 'orange']"
0,94,諸神之宴 The Feast of the Gods,Bellini002,貝里尼 Giovanni Bellini,1514,170,188,油彩．畫布 ,4053,https://www.ss.net.tw/img?o=QmVsbGluaTAwMi5qcGc=,"['black', 'red', 'orange', 'yellow']"
0,95,天使扶持著死亡的基督 The Dead Christ supported by Angels,Bellini003,貝里尼 Giovanni Bellini,1465,94.6,71.8,油彩．畫布 ,1801,https://www.ss.net.tw/img?o=QmVsbGluaTAwMy5qcGc=,"['black', 'red', 'orange', 'yellow']"
0,96,雷翁那多‧羅雷丹總督 The Doge Leonardo Loredan,Bellini004,貝里尼 Giovanni Bellini,1501,61.6,45.1,油彩．楊木 ,1946,https://www.ss.net.tw/img?o=QmVsbGluaTAwNC5qcGc=,"['red', 'orange', 'blue']"
0,97,草原上的聖母 Madonna of the Meadow,Bellini005,貝里尼 Giovanni Bellini,1500,67.3,86.4,油彩、畫板 ,1861,https://www.ss.net.tw/img?o=QmVsbGluaTAwNS5qcGc=,"['black', 'orange', 'yellow', 'blue']"
0,98,神聖的寓言 Sacred Allegory,Bellini006,貝里尼 Giovanni Bellini,1490,73,119,油彩、木板 ,2595,https://www.ss.net.tw/img?o=QmVsbGluaTAwNi5qcGc=,"['black', 'orange', 'yellow']"
0,99,狂喜中的聖法蘭西斯 St. Francis in the Desert,Bellini007,貝里尼 Giovanni Bellini,1480,124.4,141.9,油彩、畫板 ,2915,https://www.ss.net.tw/img?o=QmVsbGluaTAwNy5qcGc=,"['black', 'orange', 'yellow']"
0,100,聖道明 Saint Dominic,Bellini008,貝里尼 Giovanni Bellini,1515,63,50,油彩．畫布 ,1773,https://www.ss.net.tw/img?o=QmVsbGluaTAwOC5qcGc=,"['black', 'orange', 'yellow']"
0,101,年輕婦人梳妝 Young Woman at Her Toilette,Bellini009,貝里尼 Giovanni Bellini,1515,62,79,油彩、木板 ,2010,https://www.ss.net.tw/img?o=QmVsbGluaTAwOS5qcGc=,"['black', 'orange', 'yellow']"
0,102,戶外讀書的聖傑羅姆 Saint Jerome reading in a Landscape,Bellini010,貝里尼 Giovanni Bellini,1480,47,33.7,蛋彩．木板 ,2134,https://www.ss.net.tw/img?o=QmVsbGluaTAxMC5qcGc=,"['black', 'red', 'orange', 'yellow']"
0,103,在花園裡苦惱 The Agony in the Garden,Bellini011,貝里尼 Giovanni Bellini,1465,81.3,127,蛋彩．木板 ,4048,https://www.ss.net.tw/img?o=QmVsbGluaTAxMS5qcGc=,"['red', 'orange', 'blue']"
0,104,刺殺聖彼得殉難者 The Assassination of Saint Peter Martyr,Bellini012,貝里尼 Giovanni Bellini,1507,99.7,165.1,蛋彩．木板 ,1889,https://www.ss.net.tw/img?o=QmVsbGluaTAxMi5qcGc=,"['orange', 'yellow']"
0,105,基督之血 The Blood of the Redeemer,Bellini013,貝里尼 Giovanni Bellini,1460,47,34.3,蛋彩．白楊木 ,1789,https://www.ss.net.tw/img?o=QmVsbGluaTAxMy5qcGc=,"['white', 'red', 'orange', 'yellow', 'blue']"
0,106,墓中基督 Dead Christ in the sepulchre,Bellini014,貝里尼 Giovanni Bellini,1460,50,40,蛋彩．畫板 ,2277,https://www.ss.net.tw/img?o=QmVsbGluaTAxNC5qcGc=,"['black', 'red', 'orange']"
0,107,聖母子 The Virgin and Child,Bellini015,貝里尼 Giovanni Bellini,1480,90.8,64.8,油彩．白楊木 ,2136,https://www.ss.net.tw/img?o=QmVsbGluaTAxNS5qcGc=,"['red', 'orange', 'green', 'blue']"
0,108,聖母子 The Virgin and Child,Bellini016,貝里尼 Giovanni Bellini,1480,78.7,58.4,油彩．木板 ,2119,https://www.ss.net.tw/img?o=QmVsbGluaTAxNi5qcGc=,"['black', 'red', 'orange']"
0,109,年輕男子畫像 Portrait of a Young Man,Bellini017,貝里尼 Giovanni Bellini,1490,30,23,油彩．畫板 ,2593,https://www.ss.net.tw/img?o=QmVsbGluaTAxNy5qcGc=,"['black', 'red', 'orange', 'blue']"
0,110,聖母和小孩 Madonna and Child,Bellini018,貝里尼 Giovanni Bellini,1480,88.9,71.1,油彩．木板 ,2624,https://www.ss.net.tw/img?o=QmVsbGluaTAxOC5qcGc=,"['black', 'red', 'orange']"
0,111,聖母愛慕著熟睡的孩子 Madonna Adoring the Sleeping Child,Bellini019,貝里尼 Giovanni Bellini,1460,72.4,46.4,蛋彩．木板 ,2209,https://www.ss.net.tw/img?o=QmVsbGluaTAxOS5qcGc=,"['gray', 'orange']"
